,Year,CityMunRes,Sex,Age,AgeGroup,count,AgeGroupVac,AgeGroupHosp
332,2021,BATO,FEMALE,46.0,45 to 49,1,45 to 59,45 to 49
333,2021,BATO,FEMALE,47.0,45 to 49,1,45 to 59,45 to 49
334,2021,BATO,FEMALE,48.0,45 to 49,3,45 to 59,45 to 49
335,2021,BATO,FEMALE,49.0,45 to 49,1,45 to 59,45 to 49
336,2021,BATO,FEMALE,51.0,50 to 54,2,45 to 59,50 to 54
337,2021,BATO,FEMALE,52.0,50 to 54,2,45 to 59,50 to 54
338,2021,BATO,FEMALE,53.0,50 to 54,2,45 to 59,50 to 54
339,2021,BATO,FEMALE,54.0,50 to 54,2,45 to 59,50 to 54
340,2021,BATO,FEMALE,55.0,55 to 59,2,45 to 59,55 to 59
341,2021,BATO,FEMALE,56.0,55 to 59,1,45 to 59,55 to 59
342,2021,BATO,FEMALE,57.0,55 to 59,1,45 to 59,55 to 59
343,2021,BATO,FEMALE,58.0,55 to 59,1,45 to 59,55 to 59
344,2021,BATO,FEMALE,60.0,60 to 64,1,60 to 69,60 to 64
345,2021,BATO,FEMALE,62.0,60 to 64,1,60 to 69,60 to 64
346,2021,BATO,FEMALE,67.0,65 to 69,4,60 to 69,65 to 69
347,2021,BATO,FEMALE,68.0,65 to 69,1,60 to 69,65 to 69
348,2021,BATO,FEMALE,69.0,65 to 69,1,60 to 69,65 to 69
349,2021,BATO,FEMALE,70.0,70 to 74,1,70 to 79,70 to 74
350,2021,BATO,FEMALE,71.0,70 to 74,3,70 to 79,70 to 74
351,2021,BATO,FEMALE,73.0,70 to 74,2,70 to 79,70 to 74
352,2021,BATO,FEMALE,74.0,70 to 74,1,70 to 79,70 to 74
353,2021,BATO,FEMALE,77.0,75 to 79,4,70 to 79,75 to 79
354,2021,BATO,FEMALE,78.0,75 to 79,1,70 to 79,75 to 79
355,2021,BATO,FEMALE,79.0,75 to 79,1,70 to 79,75 to 79
356,2021,BATO,FEMALE,80.0,80+,2,80+,80+
357,2021,BATO,FEMALE,86.0,80+,1,80+,80+
358,2021,BATO,FEMALE,87.0,80+,1,80+,80+
359,2021,BATO,FEMALE,91.0,80+,1,80+,80+
360,2021,BATO,FEMALE,93.0,80+,1,80+,80+
361,2021,BATO,FEMALE,97.0,80+,1,80+,80+
362,2021,BATO,MALE,1.0,0 to 4,1,0 to 14,0 to 11
363,2021,BATO,MALE,4.0,0 to 4,1,0 to 14,0 to 11
364,2021,BATO,MALE,5.0,5 to 9,1,0 to 14,0 to 11
365,2021,BATO,MALE,7.0,5 to 9,1,0 to 14,0 to 11
366,2021,BATO,MALE,8.0,5 to 9,1,0 to 14,0 to 11
367,2021,BATO,MALE,9.0,5 to 9,1,0 to 14,0 to 11
368,2021,BATO,MALE,14.0,10 to 14,1,0 to 14,12 to 14
369,2021,BATO,MALE,16.0,15 to 19,2,15 to 44,15 to 19
370,2021,BATO,MALE,17.0,15 to 19,1,15 to 44,15 to 19
371,2021,BATO,MALE,18.0,15 to 19,2,15 to 44,15 to 19
372,2021,BATO,MALE,19.0,15 to 19,1,15 to 44,15 to 19
373,2021,BATO,MALE,21.0,20 to 24,2,15 to 44,20 to 24
374,2021,BATO,MALE,22.0,20 to 24,1,15 to 44,20 to 24
375,2021,BATO,MALE,23.0,20 to 24,5,15 to 44,20 to 24
376,2021,BATO,MALE,24.0,20 to 24,2,15 to 44,20 to 24
377,2021,BATO,MALE,26.0,25 to 29,2,15 to 44,25 to 29
378,2021,BATO,MALE,27.0,25 to 29,1,15 to 44,25 to 29
379,2021,BATO,MALE,28.0,25 to 29,2,15 to 44,25 to 29
380,2021,BATO,MALE,29.0,25 to 29,3,15 to 44,25 to 29
381,2021,BATO,MALE,30.0,30 to 34,2,15 to 44,30 to 34
382,2021,BATO,MALE,31.0,30 to 34,2,15 to 44,30 to 34
383,2021,BATO,MALE,33.0,30 to 34,4,15 to 44,30 to 34
384,2021,BATO,MALE,34.0,30 to 34,2,15 to 44,30 to 34
385,2021,BATO,MALE,35.0,35 to 39,1,15 to 44,35 to 39
386,2021,BATO,MALE,36.0,35 to 39,1,15 to 44,35 to 39
387,2021,BATO,MALE,38.0,35 to 39,1,15 to 44,35 to 39
388,2021,BATO,MALE,39.0,35 to 39,2,15 to 44,35 to 39
389,2021,BATO,MALE,40.0,40 to 44,2,15 to 44,40 to 44
390,2021,BATO,MALE,41.0,40 to 44,3,15 to 44,40 to 44
391,2021,BATO,MALE,42.0,40 to 44,1,15 to 44,40 to 44
392,2021,BATO,MALE,43.0,40 to 44,1,15 to 44,40 to 44
393,2021,BATO,MALE,44.0,40 to 44,3,15 to 44,40 to 44
394,2021,BATO,MALE,45.0,45 to 49,1,45 to 59,45 to 49
395,2021,BATO,MALE,46.0,45 to 49,2,45 to 59,45 to 49
396,2021,BATO,MALE,47.0,45 to 49,1,45 to 59,45 to 49
397,2021,BATO,MALE,48.0,45 to 49,1,45 to 59,45 to 49
398,2021,BATO,MALE,49.0,45 to 49,1,45 to 59,45 to 49
399,2021,BATO,MALE,50.0,50 to 54,2,45 to 59,50 to 54
400,2021,BATO,MALE,54.0,50 to 54,2,45 to 59,50 to 54
401,2021,BATO,MALE,56.0,55 to 59,2,45 to 59,55 to 59
402,2021,BATO,MALE,57.0,55 to 59,3,45 to 59,55 to 59
403,2021,BATO,MALE,58.0,55 to 59,2,45 to 59,55 to 59
404,2021,BATO,MALE,60.0,60 to 64,2,60 to 69,60 to 64
405,2021,BATO,MALE,62.0,60 to 64,3,60 to 69,60 to 64
406,2021,BATO,MALE,63.0,60 to 64,3,60 to 69,60 to 64
407,2021,BATO,MALE,65.0,65 to 69,1,60 to 69,65 to 69
408,2021,BATO,MALE,66.0,65 to 69,2,60 to 69,65 to 69
409,2021,BATO,MALE,67.0,65 to 69,1,60 to 69,65 to 69
410,2021,BATO,MALE,68.0,65 to 69,1,60 to 69,65 to 69
411,2021,BATO,MALE,69.0,65 to 69,1,60 to 69,65 to 69
412,2021,BATO,MALE,71.0,70 to 74,2,70 to 79,70 to 74
413,2021,BATO,MALE,78.0,75 to 79,1,70 to 79,75 to 79
414,2021,BATO,MALE,83.0,80+,1,80+,80+
415,2021,CARAMORAN,FEMALE,1.0,0 to 4,1,0 to 14,0 to 11
416,2021,CARAMORAN,FEMALE,4.0,0 to 4,1,0 to 14,0 to 11
417,2021,CARAMORAN,FEMALE,8.0,5 to 9,2,0 to 14,0 to 11
418,2021,CARAMORAN,FEMALE,10.0,10 to 14,1,0 to 14,0 to 11
419,2021,CARAMORAN,FEMALE,12.0,10 to 14,6,0 to 14,12 to 14
420,2021,CARAMORAN,FEMALE,13.0,10 to 14,1,0 to 14,12 to 14
421,2021,CARAMORAN,FEMALE,14.0,10 to 14,5,0 to 14,12 to 14
422,2021,CARAMORAN,FEMALE,18.0,15 to 19,2,15 to 44,15 to 19
423,2021,CARAMORAN,FEMALE,19.0,15 to 19,2,15 to 44,15 to 19
424,2021,CARAMORAN,FEMALE,20.0,20 to 24,2,15 to 44,20 to 24
425,2021,CARAMORAN,FEMALE,21.0,20 to 24,2,15 to 44,20 to 24
426,2021,CARAMORAN,FEMALE,22.0,20 to 24,2,15 to 44,20 to 24
427,2021,CARAMORAN,FEMALE,23.0,20 to 24,5,15 to 44,20 to 24
428,2021,CARAMORAN,FEMALE,24.0,20 to 24,2,15 to 44,20 to 24
429,2021,CARAMORAN,FEMALE,25.0,25 to 29,3,15 to 44,25 to 29
430,2021,CARAMORAN,FEMALE,26.0,25 to 29,1,15 to 44,25 to 29
431,2021,CARAMORAN,FEMALE,27.0,25 to 29,12,15 to 44,25 to 29
432,2021,CARAMORAN,FEMALE,28.0,25 to 29,3,15 to 44,25 to 29
433,2021,CARAMORAN,FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
434,2021,CARAMORAN,FEMALE,30.0,30 to 34,3,15 to 44,30 to 34
435,2021,CARAMORAN,FEMALE,31.0,30 to 34,4,15 to 44,30 to 34
436,2021,CARAMORAN,FEMALE,32.0,30 to 34,6,15 to 44,30 to 34
437,2021,CARAMORAN,FEMALE,33.0,30 to 34,1,15 to 44,30 to 34
438,2021,CARAMORAN,FEMALE,34.0,30 to 34,1,15 to 44,30 to 34
439,2021,CARAMORAN,FEMALE,35.0,35 to 39,2,15 to 44,35 to 39
440,2021,CARAMORAN,FEMALE,36.0,35 to 39,1,15 to 44,35 to 39
441,2021,CARAMORAN,FEMALE,37.0,35 to 39,1,15 to 44,35 to 39
442,2021,CARAMORAN,FEMALE,38.0,35 to 39,1,15 to 44,35 to 39
443,2021,CARAMORAN,FEMALE,39.0,35 to 39,3,15 to 44,35 to 39
444,2021,CARAMORAN,FEMALE,41.0,40 to 44,3,15 to 44,40 to 44
445,2021,CARAMORAN,FEMALE,42.0,40 to 44,2,15 to 44,40 to 44
446,2021,CARAMORAN,FEMALE,43.0,40 to 44,2,15 to 44,40 to 44
447,2021,CARAMORAN,FEMALE,44.0,40 to 44,3,15 to 44,40 to 44
448,2021,CARAMORAN,FEMALE,45.0,45 to 49,2,45 to 59,45 to 49
449,2021,CARAMORAN,FEMALE,46.0,45 to 49,1,45 to 59,45 to 49
450,2021,CARAMORAN,FEMALE,47.0,45 to 49,1,45 to 59,45 to 49
451,2021,CARAMORAN,FEMALE,48.0,45 to 49,2,45 to 59,45 to 49
452,2021,CARAMORAN,FEMALE,49.0,45 to 49,3,45 to 59,45 to 49
453,2021,CARAMORAN,FEMALE,50.0,50 to 54,3,45 to 59,50 to 54
454,2021,CARAMORAN,FEMALE,51.0,50 to 54,2,45 to 59,50 to 54
455,2021,CARAMORAN,FEMALE,52.0,50 to 54,1,45 to 59,50 to 54
456,2021,CARAMORAN,FEMALE,54.0,50 to 54,1,45 to 59,50 to 54
457,2021,CARAMORAN,FEMALE,55.0,55 to 59,3,45 to 59,55 to 59
458,2021,CARAMORAN,FEMALE,56.0,55 to 59,2,45 to 59,55 to 59
459,2021,CARAMORAN,FEMALE,57.0,55 to 59,1,45 to 59,55 to 59
460,2021,CARAMORAN,FEMALE,58.0,55 to 59,2,45 to 59,55 to 59
461,2021,CARAMORAN,FEMALE,60.0,60 to 64,3,60 to 69,60 to 64
462,2021,CARAMORAN,FEMALE,62.0,60 to 64,1,60 to 69,60 to 64
463,2021,CARAMORAN,FEMALE,64.0,60 to 64,2,60 to 69,60 to 64
464,2021,CARAMORAN,FEMALE,65.0,65 to 69,1,60 to 69,65 to 69
465,2021,CARAMORAN,FEMALE,67.0,65 to 69,1,60 to 69,65 to 69
466,2021,CARAMORAN,FEMALE,68.0,65 to 69,2,60 to 69,65 to 69
467,2021,CARAMORAN,FEMALE,69.0,65 to 69,1,60 to 69,65 to 69
468,2021,CARAMORAN,FEMALE,71.0,70 to 74,3,70 to 79,70 to 74
469,2021,CARAMORAN,FEMALE,72.0,70 to 74,1,70 to 79,70 to 74
470,2021,CARAMORAN,FEMALE,74.0,70 to 74,1,70 to 79,70 to 74
471,2021,CARAMORAN,FEMALE,75.0,75 to 79,1,70 to 79,75 to 79
472,2021,CARAMORAN,FEMALE,76.0,75 to 79,1,70 to 79,75 to 79
473,2021,CARAMORAN,FEMALE,78.0,75 to 79,1,70 to 79,75 to 79
474,2021,CARAMORAN,FEMALE,79.0,75 to 79,1,70 to 79,75 to 79
475,2021,CARAMORAN,FEMALE,80.0,80+,2,80+,80+
476,2021,CARAMORAN,FEMALE,81.0,80+,1,80+,80+
477,2021,CARAMORAN,FEMALE,82.0,80+,1,80+,80+
478,2021,CARAMORAN,FEMALE,88.0,80+,1,80+,80+
479,2021,CARAMORAN,FEMALE,91.0,80+,1,80+,80+
480,2021,CARAMORAN,FEMALE,96.0,80+,1,80+,80+
481,2021,CARAMORAN,MALE,1.0,0 to 4,2,0 to 14,0 to 11
482,2021,CARAMORAN,MALE,4.0,0 to 4,1,0 to 14,0 to 11
483,2021,CARAMORAN,MALE,6.0,5 to 9,3,0 to 14,0 to 11
484,2021,CARAMORAN,MALE,8.0,5 to 9,2,0 to 14,0 to 11
485,2021,CARAMORAN,MALE,9.0,5 to 9,1,0 to 14,0 to 11
486,2021,CARAMORAN,MALE,10.0,10 to 14,1,0 to 14,0 to 11
487,2021,CARAMORAN,MALE,11.0,10 to 14,2,0 to 14,0 to 11
488,2021,CARAMORAN,MALE,12.0,10 to 14,1,0 to 14,12 to 14
489,2021,CARAMORAN,MALE,13.0,10 to 14,2,0 to 14,12 to 14
490,2021,CARAMORAN,MALE,14.0,10 to 14,1,0 to 14,12 to 14
491,2021,CARAMORAN,MALE,15.0,15 to 19,3,15 to 44,15 to 19
492,2021,CARAMORAN,MALE,17.0,15 to 19,4,15 to 44,15 to 19
493,2021,CARAMORAN,MALE,18.0,15 to 19,1,15 to 44,15 to 19
494,2021,CARAMORAN,MALE,19.0,15 to 19,5,15 to 44,15 to 19
495,2021,CARAMORAN,MALE,21.0,20 to 24,4,15 to 44,20 to 24
496,2021,CARAMORAN,MALE,22.0,20 to 24,6,15 to 44,20 to 24
497,2021,CARAMORAN,MALE,24.0,20 to 24,3,15 to 44,20 to 24
498,2021,CARAMORAN,MALE,25.0,25 to 29,2,15 to 44,25 to 29
499,2021,CARAMORAN,MALE,26.0,25 to 29,3,15 to 44,25 to 29
500,2021,CARAMORAN,MALE,27.0,25 to 29,3,15 to 44,25 to 29
501,2021,CARAMORAN,MALE,28.0,25 to 29,5,15 to 44,25 to 29
502,2021,CARAMORAN,MALE,29.0,25 to 29,3,15 to 44,25 to 29
503,2021,CARAMORAN,MALE,30.0,30 to 34,3,15 to 44,30 to 34
504,2021,CARAMORAN,MALE,31.0,30 to 34,2,15 to 44,30 to 34
505,2021,CARAMORAN,MALE,32.0,30 to 34,4,15 to 44,30 to 34
506,2021,CARAMORAN,MALE,33.0,30 to 34,1,15 to 44,30 to 34
507,2021,CARAMORAN,MALE,34.0,30 to 34,1,15 to 44,30 to 34
508,2021,CARAMORAN,MALE,35.0,35 to 39,4,15 to 44,35 to 39
509,2021,CARAMORAN,MALE,38.0,35 to 39,2,15 to 44,35 to 39
510,2021,CARAMORAN,MALE,39.0,35 to 39,3,15 to 44,35 to 39
511,2021,CARAMORAN,MALE,40.0,40 to 44,1,15 to 44,40 to 44
512,2021,CARAMORAN,MALE,41.0,40 to 44,2,15 to 44,40 to 44
513,2021,CARAMORAN,MALE,42.0,40 to 44,1,15 to 44,40 to 44
514,2021,CARAMORAN,MALE,43.0,40 to 44,1,15 to 44,40 to 44
515,2021,CARAMORAN,MALE,44.0,40 to 44,2,15 to 44,40 to 44
516,2021,CARAMORAN,MALE,45.0,45 to 49,1,45 to 59,45 to 49
517,2021,CARAMORAN,MALE,46.0,45 to 49,2,45 to 59,45 to 49
518,2021,CARAMORAN,MALE,47.0,45 to 49,3,45 to 59,45 to 49
519,2021,CARAMORAN,MALE,48.0,45 to 49,1,45 to 59,45 to 49
520,2021,CARAMORAN,MALE,50.0,50 to 54,3,45 to 59,50 to 54
521,2021,CARAMORAN,MALE,52.0,50 to 54,1,45 to 59,50 to 54
522,2021,CARAMORAN,MALE,53.0,50 to 54,2,45 to 59,50 to 54
523,2021,CARAMORAN,MALE,54.0,50 to 54,2,45 to 59,50 to 54
524,2021,CARAMORAN,MALE,55.0,55 to 59,2,45 to 59,55 to 59
525,2021,CARAMORAN,MALE,57.0,55 to 59,2,45 to 59,55 to 59
526,2021,CARAMORAN,MALE,58.0,55 to 59,2,45 to 59,55 to 59
527,2021,CARAMORAN,MALE,59.0,55 to 59,3,45 to 59,55 to 59
528,2021,CARAMORAN,MALE,60.0,60 to 64,1,60 to 69,60 to 64
529,2021,CARAMORAN,MALE,61.0,60 to 64,2,60 to 69,60 to 64
530,2021,CARAMORAN,MALE,62.0,60 to 64,2,60 to 69,60 to 64
531,2021,CARAMORAN,MALE,63.0,60 to 64,1,60 to 69,60 to 64
532,2021,CARAMORAN,MALE,64.0,60 to 64,1,60 to 69,60 to 64
533,2021,CARAMORAN,MALE,67.0,65 to 69,2,60 to 69,65 to 69
534,2021,CARAMORAN,MALE,69.0,65 to 69,1,60 to 69,65 to 69
535,2021,CARAMORAN,MALE,73.0,70 to 74,1,70 to 79,70 to 74
536,2021,CARAMORAN,MALE,75.0,75 to 79,1,70 to 79,75 to 79
537,2021,CARAMORAN,MALE,76.0,75 to 79,1,70 to 79,75 to 79
538,2021,CARAMORAN,MALE,77.0,75 to 79,2,70 to 79,75 to 79
539,2021,CARAMORAN,MALE,81.0,80+,1,80+,80+
540,2021,CARAMORAN,MALE,82.0,80+,1,80+,80+
541,2021,GIGMOTO,FEMALE,4.0,0 to 4,1,0 to 14,0 to 11
542,2021,GIGMOTO,FEMALE,5.0,5 to 9,1,0 to 14,0 to 11
543,2021,GIGMOTO,FEMALE,8.0,5 to 9,1,0 to 14,0 to 11
544,2021,GIGMOTO,FEMALE,10.0,10 to 14,1,0 to 14,0 to 11
545,2021,GIGMOTO,FEMALE,12.0,10 to 14,2,0 to 14,12 to 14
546,2021,GIGMOTO,FEMALE,15.0,15 to 19,2,15 to 44,15 to 19
547,2021,GIGMOTO,FEMALE,17.0,15 to 19,1,15 to 44,15 to 19
548,2021,GIGMOTO,FEMALE,19.0,15 to 19,1,15 to 44,15 to 19
549,2021,GIGMOTO,FEMALE,20.0,20 to 24,2,15 to 44,20 to 24
550,2021,GIGMOTO,FEMALE,21.0,20 to 24,2,15 to 44,20 to 24
551,2021,GIGMOTO,FEMALE,22.0,20 to 24,2,15 to 44,20 to 24
552,2021,GIGMOTO,FEMALE,23.0,20 to 24,1,15 to 44,20 to 24
553,2021,GIGMOTO,FEMALE,26.0,25 to 29,1,15 to 44,25 to 29
554,2021,GIGMOTO,FEMALE,27.0,25 to 29,1,15 to 44,25 to 29
555,2021,GIGMOTO,FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
556,2021,GIGMOTO,FEMALE,33.0,30 to 34,1,15 to 44,30 to 34
557,2021,GIGMOTO,FEMALE,34.0,30 to 34,4,15 to 44,30 to 34
558,2021,GIGMOTO,FEMALE,36.0,35 to 39,2,15 to 44,35 to 39
559,2021,GIGMOTO,FEMALE,37.0,35 to 39,2,15 to 44,35 to 39
560,2021,GIGMOTO,FEMALE,38.0,35 to 39,2,15 to 44,35 to 39
561,2021,GIGMOTO,FEMALE,39.0,35 to 39,1,15 to 44,35 to 39
562,2021,GIGMOTO,FEMALE,43.0,40 to 44,2,15 to 44,40 to 44
563,2021,GIGMOTO,FEMALE,50.0,50 to 54,1,45 to 59,50 to 54
564,2021,GIGMOTO,FEMALE,51.0,50 to 54,1,45 to 59,50 to 54
565,2021,GIGMOTO,FEMALE,52.0,50 to 54,1,45 to 59,50 to 54
566,2021,GIGMOTO,FEMALE,55.0,55 to 59,1,45 to 59,55 to 59
567,2021,GIGMOTO,FEMALE,56.0,55 to 59,2,45 to 59,55 to 59
568,2021,GIGMOTO,FEMALE,57.0,55 to 59,1,45 to 59,55 to 59
569,2021,GIGMOTO,FEMALE,58.0,55 to 59,1,45 to 59,55 to 59
570,2021,GIGMOTO,FEMALE,61.0,60 to 64,1,60 to 69,60 to 64
571,2021,GIGMOTO,FEMALE,63.0,60 to 64,1,60 to 69,60 to 64
572,2021,GIGMOTO,FEMALE,66.0,65 to 69,1,60 to 69,65 to 69
573,2021,GIGMOTO,FEMALE,68.0,65 to 69,1,60 to 69,65 to 69
574,2021,GIGMOTO,FEMALE,71.0,70 to 74,1,70 to 79,70 to 74
575,2021,GIGMOTO,FEMALE,77.0,75 to 79,2,70 to 79,75 to 79
576,2021,GIGMOTO,FEMALE,81.0,80+,1,80+,80+
577,2021,GIGMOTO,FEMALE,88.0,80+,1,80+,80+
578,2021,GIGMOTO,FEMALE,91.0,80+,1,80+,80+
579,2021,GIGMOTO,MALE,5.0,5 to 9,1,0 to 14,0 to 11
580,2021,GIGMOTO,MALE,6.0,5 to 9,1,0 to 14,0 to 11
581,2021,GIGMOTO,MALE,7.0,5 to 9,2,0 to 14,0 to 11
582,2021,GIGMOTO,MALE,13.0,10 to 14,1,0 to 14,12 to 14
583,2021,GIGMOTO,MALE,15.0,15 to 19,1,15 to 44,15 to 19
584,2021,GIGMOTO,MALE,16.0,15 to 19,2,15 to 44,15 to 19
585,2021,GIGMOTO,MALE,18.0,15 to 19,1,15 to 44,15 to 19
586,2021,GIGMOTO,MALE,19.0,15 to 19,2,15 to 44,15 to 19
587,2021,GIGMOTO,MALE,20.0,20 to 24,1,15 to 44,20 to 24
588,2021,GIGMOTO,MALE,23.0,20 to 24,1,15 to 44,20 to 24
589,2021,GIGMOTO,MALE,24.0,20 to 24,1,15 to 44,20 to 24
590,2021,GIGMOTO,MALE,25.0,25 to 29,2,15 to 44,25 to 29
591,2021,GIGMOTO,MALE,26.0,25 to 29,2,15 to 44,25 to 29
592,2021,GIGMOTO,MALE,28.0,25 to 29,1,15 to 44,25 to 29
593,2021,GIGMOTO,MALE,32.0,30 to 34,1,15 to 44,30 to 34
594,2021,GIGMOTO,MALE,33.0,30 to 34,2,15 to 44,30 to 34
595,2021,GIGMOTO,MALE,34.0,30 to 34,2,15 to 44,30 to 34
596,2021,GIGMOTO,MALE,36.0,35 to 39,2,15 to 44,35 to 39
597,2021,GIGMOTO,MALE,43.0,40 to 44,1,15 to 44,40 to 44
598,2021,GIGMOTO,MALE,44.0,40 to 44,1,15 to 44,40 to 44
599,2021,GIGMOTO,MALE,45.0,45 to 49,1,45 to 59,45 to 49
600,2021,GIGMOTO,MALE,50.0,50 to 54,1,45 to 59,50 to 54
601,2021,GIGMOTO,MALE,51.0,50 to 54,2,45 to 59,50 to 54
602,2021,GIGMOTO,MALE,52.0,50 to 54,1,45 to 59,50 to 54
603,2021,GIGMOTO,MALE,55.0,55 to 59,1,45 to 59,55 to 59
604,2021,GIGMOTO,MALE,58.0,55 to 59,1,45 to 59,55 to 59
605,2021,GIGMOTO,MALE,61.0,60 to 64,2,60 to 69,60 to 64
606,2021,GIGMOTO,MALE,65.0,65 to 69,1,60 to 69,65 to 69
607,2021,GIGMOTO,MALE,72.0,70 to 74,1,70 to 79,70 to 74
608,2021,GIGMOTO,MALE,77.0,75 to 79,2,70 to 79,75 to 79
609,2021,GIGMOTO,MALE,78.0,75 to 79,1,70 to 79,75 to 79
610,2021,PANDAN,FEMALE,6.0,5 to 9,1,0 to 14,0 to 11
611,2021,PANDAN,FEMALE,7.0,5 to 9,1,0 to 14,0 to 11
612,2021,PANDAN,FEMALE,9.0,5 to 9,2,0 to 14,0 to 11
613,2021,PANDAN,FEMALE,12.0,10 to 14,1,0 to 14,12 to 14
614,2021,PANDAN,FEMALE,13.0,10 to 14,1,0 to 14,12 to 14
615,2021,PANDAN,FEMALE,14.0,10 to 14,4,0 to 14,12 to 14
616,2021,PANDAN,FEMALE,15.0,15 to 19,2,15 to 44,15 to 19
617,2021,PANDAN,FEMALE,16.0,15 to 19,2,15 to 44,15 to 19
618,2021,PANDAN,FEMALE,17.0,15 to 19,4,15 to 44,15 to 19
619,2021,PANDAN,FEMALE,18.0,15 to 19,1,15 to 44,15 to 19
620,2021,PANDAN,FEMALE,19.0,15 to 19,2,15 to 44,15 to 19
621,2021,PANDAN,FEMALE,20.0,20 to 24,2,15 to 44,20 to 24
622,2021,PANDAN,FEMALE,21.0,20 to 24,3,15 to 44,20 to 24
623,2021,PANDAN,FEMALE,23.0,20 to 24,3,15 to 44,20 to 24
624,2021,PANDAN,FEMALE,25.0,25 to 29,1,15 to 44,25 to 29
625,2021,PANDAN,FEMALE,26.0,25 to 29,3,15 to 44,25 to 29
626,2021,PANDAN,FEMALE,27.0,25 to 29,1,15 to 44,25 to 29
627,2021,PANDAN,FEMALE,28.0,25 to 29,1,15 to 44,25 to 29
628,2021,PANDAN,FEMALE,29.0,25 to 29,1,15 to 44,25 to 29
629,2021,PANDAN,FEMALE,30.0,30 to 34,1,15 to 44,30 to 34
630,2021,PANDAN,FEMALE,31.0,30 to 34,1,15 to 44,30 to 34
631,2021,PANDAN,FEMALE,32.0,30 to 34,1,15 to 44,30 to 34
632,2021,PANDAN,FEMALE,33.0,30 to 34,1,15 to 44,30 to 34
633,2021,PANDAN,FEMALE,34.0,30 to 34,4,15 to 44,30 to 34
634,2021,PANDAN,FEMALE,36.0,35 to 39,3,15 to 44,35 to 39
635,2021,PANDAN,FEMALE,37.0,35 to 39,2,15 to 44,35 to 39
636,2021,PANDAN,FEMALE,38.0,35 to 39,2,15 to 44,35 to 39
637,2021,PANDAN,FEMALE,39.0,35 to 39,2,15 to 44,35 to 39
638,2021,PANDAN,FEMALE,40.0,40 to 44,3,15 to 44,40 to 44
639,2021,PANDAN,FEMALE,41.0,40 to 44,2,15 to 44,40 to 44
640,2021,PANDAN,FEMALE,44.0,40 to 44,2,15 to 44,40 to 44
